Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2005,2005,°c,-0.482,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2006,2006,°c,0.141,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2007,2007,°c,1.178,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2008,2008,°c,1.174,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2009,2009,°c,0.799,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2010,2010,°c,1.788,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2011,2011,°c,0.235,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2012,2012,°c,1.304,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2013,2013,°c,-0.085,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2014,2014,°c,0.821,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2015,2015,°c,-0.416,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2016,2016,°c,1.856,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2017,2017,°c,0.799,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2018,2018,°c,0.513,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2019,2019,°c,1.811,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2020,2020,°c,1.102,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2021,2021,°c,1.71,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2022,2022,°c,1.029,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1961,1961,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1962,1962,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1963,1963,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1964,1964,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1965,1965,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1966,1966,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1967,1967,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1968,1968,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1969,1969,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1970,1970,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1971,1971,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1972,1972,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1973,1973,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1974,1974,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1975,1975,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1976,1976,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1977,1977,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1978,1978,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1979,1979,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1980,1980,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1981,1981,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1982,1982,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1983,1983,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1984,1984,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1985,1985,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1986,1986,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1987,1987,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1988,1988,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1989,1989,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1990,1990,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1991,1991,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1992,1992,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1993,1993,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1994,1994,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1995,1995,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1996,1996,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1997,1997,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1998,1998,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,1999,1999,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2000,2000,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2001,2001,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2002,2002,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2003,2003,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2004,2004,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2005,2005,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2006,2006,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2007,2007,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2008,2008,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2009,2009,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2010,2010,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2011,2011,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2012,2012,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2013,2013,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2014,2014,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2015,2015,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2016,2016,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2017,2017,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2018,2018,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2019,2019,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2020,2020,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2021,2021,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7006,June,2022,2022,°c,0.58,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1961,1961,°c,-0.436,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1962,1962,°c,0.278,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1963,1963,°c,0.903,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1964,1964,°c,-0.741,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1965,1965,°c,1.141,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1966,1966,°c,0.79,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1967,1967,°c,-0.813,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1968,1968,°c,0.006,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1969,1969,°c,-1.25,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1970,1970,°c,-0.461,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1971,1971,°c,-0.733,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1972,1972,°c,0.459,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1973,1973,°c,1.414,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1974,1974,°c,-0.911,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1975,1975,°c,-0.435,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1976,1976,°c,0.456,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1977,1977,°c,1.547,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1978,1978,°c,-1.393,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1979,1979,°c,0.111,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1980,1980,°c,0.164,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1981,1981,°c,0.609,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1982,1982,°c,0.514,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1983,1983,°c,0.609,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1984,1984,°c,-0.966,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1985,1985,°c,-0.037,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1986,1986,°c,1.226,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1987,1987,°c,2.171,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1988,1988,°c,1.953,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1989,1989,°c,0.408,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1990,1990,°c,-0.075,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1991,1991,°c,0.686,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1992,1992,°c,0.466,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1993,1993,°c,0.233,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1994,1994,°c,0.529,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1995,1995,°c,1.449,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1996,1996,°c,0.431,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1997,1997,°c,1.627,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1998,1998,°c,1.196,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,1999,1999,°c,0.99,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2000,2000,°c,1.049,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2001,2001,°c,1.783,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2002,2002,°c,3.461,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2003,2003,°c,2.354,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2004,2004,°c,0.734,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2005,2005,°c,1.871,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2006,2006,°c,0.812,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2007,2007,°c,1.129,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2008,2008,°c,1.72,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2009,2009,°c,1.518,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2010,2010,°c,1.498,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2011,2011,°c,2.412,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2012,2012,°c,2.042,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2013,2013,°c,0.57,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2014,2014,°c,2.032,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2015,2015,°c,1.143,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2016,2016,°c,0.736,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7007,July,2017,2017,°c,1.525,E,Estimated value
